2025-02-05 21:04:44,585 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-02-05 21:04:44,585 - INFO - Probing node bootstrap-0 broker version
2025-02-05 21:04:44,585 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-02-05 21:04:44,710 - INFO - Broker version identified as 2.5.0
2025-02-05 21:04:44,710 - INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
2025-02-05 21:04:44,713 - INFO - Conectado a Kafka exitosamente.
2025-02-05 21:04:44,716 - INFO - Transacción enviada: {'timestamp': '2025-02-05 21:04:44', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 57, 'precio_unitario': 2746.98, 'total': 156577.86, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:40,074 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:40', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 46, 'precio_unitario': 1829.62, 'total': 84162.52, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:41,081 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:41', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 35, 'precio_unitario': 1599.28, 'total': 55974.8, 'estado': 'FALLIDO', 'error': 'ERROR_API'}
2025-02-06 13:09:42,086 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:42', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 14, 'precio_unitario': 957.8, 'total': 13409.2, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:43,089 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:43', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 83, 'precio_unitario': 2343.59, 'total': 194517.97, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:44,092 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:44', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 32, 'precio_unitario': 2793.78, 'total': 89400.96, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:45,096 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:45', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 14, 'precio_unitario': 611.47, 'total': 8560.58, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:46,103 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:46', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 16, 'precio_unitario': 2405.31, 'total': 38484.96, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:47,109 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:47', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 56, 'precio_unitario': 1385.24, 'total': 77573.44, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:48,114 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:48', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 10, 'precio_unitario': 2547.0, 'total': 25470.0, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:49,118 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:49', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 32, 'precio_unitario': 254.75, 'total': 8152.0, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:50,120 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:50', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 46, 'precio_unitario': 2427.18, 'total': 111650.28, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:51,125 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:51', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 13, 'precio_unitario': 1592.53, 'total': 20702.89, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:52,130 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:52', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 78, 'precio_unitario': 363.08, 'total': 28320.24, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:53,133 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:53', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 66, 'precio_unitario': 2646.69, 'total': 174681.54, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:54,140 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:54', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 81, 'precio_unitario': 759.1, 'total': 61487.1, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:55,148 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:55', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 81, 'precio_unitario': 2942.75, 'total': 238362.75, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:56,154 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:56', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 47, 'precio_unitario': 451.15, 'total': 21204.05, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:57,160 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:57', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 85, 'precio_unitario': 406.38, 'total': 34542.3, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:58,166 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:58', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 90, 'precio_unitario': 2080.27, 'total': 187224.3, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:09:59,173 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:09:59', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 13, 'precio_unitario': 346.6, 'total': 4505.8, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:00,180 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:00', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 78, 'precio_unitario': 867.43, 'total': 67659.54, 'estado': 'FALLIDO', 'error': 'ERROR_API'}
2025-02-06 13:10:01,187 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:01', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 90, 'precio_unitario': 806.19, 'total': 72557.1, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:02,191 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:02', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 65, 'precio_unitario': 1253.35, 'total': 81467.75, 'estado': 'FALLIDO', 'error': 'ERROR_API'}
2025-02-06 13:10:03,194 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:03', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 30, 'precio_unitario': 2131.16, 'total': 63934.8, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:04,199 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:04', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 63, 'precio_unitario': 318.95, 'total': 20093.85, 'estado': 'FALLIDO', 'error': 'ERROR_API'}
2025-02-06 13:10:05,206 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:05', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 30, 'precio_unitario': 1621.34, 'total': 48640.2, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:06,209 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:06', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 86, 'precio_unitario': 1342.01, 'total': 115412.86, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:07,216 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:07', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 17, 'precio_unitario': 381.88, 'total': 6491.96, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:08,222 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:08', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 29, 'precio_unitario': 1043.43, 'total': 30259.47, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:09,225 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:09', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 31, 'precio_unitario': 2115.82, 'total': 65590.42, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:10,232 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:10', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 40, 'precio_unitario': 458.6, 'total': 18344.0, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:11,239 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:11', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 50, 'precio_unitario': 2094.23, 'total': 104711.5, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:12,245 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:12', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 56, 'precio_unitario': 2181.81, 'total': 122181.36, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:13,253 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:13', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 83, 'precio_unitario': 111.67, 'total': 9268.61, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:14,260 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:14', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 98, 'precio_unitario': 2834.4, 'total': 277771.2, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:15,263 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:15', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 46, 'precio_unitario': 2516.28, 'total': 115748.88, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:16,266 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:16', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 87, 'precio_unitario': 211.42, 'total': 18393.54, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:17,273 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:17', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 82, 'precio_unitario': 296.13, 'total': 24282.66, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:18,280 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:18', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 72, 'precio_unitario': 2168.94, 'total': 156163.68, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:19,282 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:19', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 99, 'precio_unitario': 2274.04, 'total': 225129.96, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:20,286 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:20', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 4, 'precio_unitario': 435.56, 'total': 1742.24, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:21,290 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:21', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 37, 'precio_unitario': 2505.55, 'total': 92705.35, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:22,293 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:22', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 4, 'precio_unitario': 103.97, 'total': 415.88, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:23,300 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:23', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 62, 'precio_unitario': 1529.73, 'total': 94843.26, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:24,307 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:24', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 92, 'precio_unitario': 671.45, 'total': 61773.4, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:25,312 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:25', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 84, 'precio_unitario': 176.01, 'total': 14784.84, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:26,319 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:26', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 93, 'precio_unitario': 2048.05, 'total': 190468.65, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:27,323 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:27', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 64, 'precio_unitario': 1308.38, 'total': 83736.32, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:28,326 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:28', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 45, 'precio_unitario': 1919.33, 'total': 86369.85, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:29,332 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:29', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 17, 'precio_unitario': 871.42, 'total': 14814.14, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:30,339 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:30', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 54, 'precio_unitario': 1774.85, 'total': 95841.9, 'estado': 'FALLIDO', 'error': 'TIMEOUT'}
2025-02-06 13:10:31,342 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:31', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 13, 'precio_unitario': 159.31, 'total': 2071.03, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:32,345 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:32', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 53, 'precio_unitario': 1119.14, 'total': 59314.42, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:33,351 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:33', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 85, 'precio_unitario': 1439.12, 'total': 122325.2, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:34,356 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:34', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 69, 'precio_unitario': 927.47, 'total': 63995.43, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:35,364 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:35', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 73, 'precio_unitario': 999.59, 'total': 72970.07, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:36,370 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:36', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 6, 'precio_unitario': 2618.04, 'total': 15708.24, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:37,377 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:37', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 97, 'precio_unitario': 637.37, 'total': 61824.89, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:38,382 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:38', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 11, 'precio_unitario': 1580.09, 'total': 17380.99, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:39,387 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:39', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 100, 'precio_unitario': 1761.31, 'total': 176131.0, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:40,394 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:40', 'accion': 'MSFT', 'tipo_transaccion': 'COMPRA', 'cantidad': 63, 'precio_unitario': 2134.53, 'total': 134475.39, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:41,401 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:41', 'accion': 'AMZN', 'tipo_transaccion': 'VENTA', 'cantidad': 29, 'precio_unitario': 247.0, 'total': 7163.0, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:42,408 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:42', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 11, 'precio_unitario': 962.51, 'total': 10587.61, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:43,412 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:43', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 96, 'precio_unitario': 806.65, 'total': 77438.4, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:44,419 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:44', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 77, 'precio_unitario': 2883.79, 'total': 222051.83, 'estado': 'FALLIDO', 'error': 'ERROR_CONEXION'}
2025-02-06 13:10:45,426 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:45', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 51, 'precio_unitario': 2633.94, 'total': 134330.94, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:46,429 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:46', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 78, 'precio_unitario': 1153.9, 'total': 90004.2, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:47,435 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:47', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 33, 'precio_unitario': 1237.55, 'total': 40839.15, 'estado': 'FALLIDO', 'error': 'ERROR_CONEXION'}
2025-02-06 13:10:48,440 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:48', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 49, 'precio_unitario': 2723.43, 'total': 133448.07, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:49,448 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:49', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 71, 'precio_unitario': 1866.16, 'total': 132497.36, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:50,451 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:50', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 5, 'precio_unitario': 2264.11, 'total': 11320.55, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:51,457 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:51', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 9, 'precio_unitario': 1815.46, 'total': 16339.14, 'estado': 'FALLIDO', 'error': 'ERROR_CONEXION'}
2025-02-06 13:10:52,464 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:52', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 33, 'precio_unitario': 2046.52, 'total': 67535.16, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:53,469 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:53', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 93, 'precio_unitario': 415.86, 'total': 38674.98, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:54,474 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:54', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 32, 'precio_unitario': 378.7, 'total': 12118.4, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:55,480 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:55', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 90, 'precio_unitario': 2624.94, 'total': 236244.6, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:56,487 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:56', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 25, 'precio_unitario': 178.09, 'total': 4452.25, 'estado': 'FALLIDO', 'error': 'ERROR_API'}
2025-02-06 13:10:57,494 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:57', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 20, 'precio_unitario': 1434.12, 'total': 28682.4, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:58,500 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:58', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 53, 'precio_unitario': 1202.34, 'total': 63724.02, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:10:59,507 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:10:59', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 1, 'precio_unitario': 1883.72, 'total': 1883.72, 'estado': 'FALLIDO', 'error': 'ERROR_CONEXION'}
2025-02-06 13:11:00,514 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:11:00', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 4, 'precio_unitario': 2742.17, 'total': 10968.68, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:11:01,517 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:11:01', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 24, 'precio_unitario': 2857.33, 'total': 68575.92, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:11:02,524 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:11:02', 'accion': 'GOOGL', 'tipo_transaccion': 'COMPRA', 'cantidad': 13, 'precio_unitario': 1235.3, 'total': 16058.9, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:11:03,530 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:11:03', 'accion': 'MSFT', 'tipo_transaccion': 'VENTA', 'cantidad': 41, 'precio_unitario': 2697.38, 'total': 110592.58, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:11:04,532 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:11:04', 'accion': 'GOOGL', 'tipo_transaccion': 'VENTA', 'cantidad': 13, 'precio_unitario': 1883.62, 'total': 24487.06, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:11:05,539 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:11:05', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 39, 'precio_unitario': 1984.65, 'total': 77401.35, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:11:06,544 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:11:06', 'accion': 'TSLA', 'tipo_transaccion': 'COMPRA', 'cantidad': 86, 'precio_unitario': 639.03, 'total': 54956.58, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:11:07,549 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:11:07', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 17, 'precio_unitario': 516.51, 'total': 8780.67, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:11:08,552 - INFO - Transacción enviada: {'timestamp': '2025-02-06 13:11:08', 'accion': 'AAPL', 'tipo_transaccion': 'COMPRA', 'cantidad': 10, 'precio_unitario': 251.62, 'total': 2516.2, 'estado': 'EXITOSO', 'error': None}
2025-02-06 13:11:08,590 - INFO - Closing the Kafka producer with 0 secs timeout.
2025-02-06 13:11:08,591 - INFO - Proceeding to force close the producer since pending requests could not be completed within timeout 0.
2025-02-06 13:11:08,591 - INFO - <BrokerConnection node_id=1 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Closing connection. 
2025-02-06 14:49:05,134 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-02-06 14:49:05,135 - INFO - Probing node bootstrap-0 broker version
2025-02-06 14:49:05,135 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-02-06 14:49:05,246 - INFO - Broker version identified as 2.5.0
2025-02-06 14:49:05,246 - INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
2025-02-06 14:49:05,248 - INFO - Conectado a Kafka exitosamente.
2025-02-06 14:49:05,251 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:05', 'accion': 'TSLA', 'tipo_transaccion': 'VENTA', 'cantidad': 63, 'precio_unitario': 258.24, 'total': 16269.12, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:05,252 - INFO - <BrokerConnection node_id=1 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-02-06 14:49:05,252 - INFO - <BrokerConnection node_id=1 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-02-06 14:49:05,252 - INFO - <BrokerConnection node_id=bootstrap-0 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Closing connection. 
2025-02-06 14:49:06,257 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:06', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 14, 'precio_unitario': 1759.74, 'total': 24636.36, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:07,264 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:07', 'accion': 'AAPL', 'tipo_transaccion': 'VENTA', 'cantidad': 92, 'precio_unitario': 1137.87, 'total': 104684.04, 'estado': 'EXITOSO', 'error': None}
2025-02-06 14:49:08,270 - INFO - Transacción enviada: {'timestamp': '2025-02-06 14:49:08', 'accion': 'AMZN', 'tipo_transaccion': 'COMPRA', 'cantidad': 23, 'precio_unitario': 1982.05, 'total': 45587.15, 'estado': 'FALLIDO', 'error': 'ERROR_CONEXION'}
